,Rk_g_y1,Player,Age_g_y1,Team_g_y1,Pos_g_y1,G_g_y1,GS_g_y1,MP_g_y1,FG_y1,FGA_y1,FG%_y1,3P_y1,3PA_y1,3P%_y1,2P_y1,2PA_y1,2P%_y1,eFG%_y1,FT_y1,FTA_y1,FT%_y1,ORB_y1,DRB_y1,TRB_y1,AST_y1,STL_y1,BLK_y1,TOV_y1,PF_y1,PTS_y1,Season_y1,Age_a_y1,MP_a_y1,PER_y1,TS%_y1,3PAr_y1,FTr_y1,ORB%_y1,DRB%_y1,TRB%_y1,AST%_y1,STL%_y1,BLK%_y1,TOV%_y1,USG%_y1,OWS_y1,DWS_y1,WS_y1,WS/48_y1,OBPM_y1,DBPM_y1,BPM_y1,VORP_y1,FG_p_y1,FGA_p_y1,FG%_p_y1,3P_p_y1,3PA_p_y1,3P%_p_y1,2P_p_y1,2PA_p_y1,2P%_p_y1,eFG%_p_y1,FT_p_y1,FTA_p_y1,FT%_p_y1,ORB_p_y1,DRB_p_y1,TRB_p_y1,AST_p_y1,STL_p_y1,BLK_p_y1,TOV_p_y1,PF_p_y1,PTS_p_y1,ORtg_y1,DRtg_y1,AS_After_Year_Two,Images,team,logo,team_abbr
31,202.0,Egor Dёmin,19.0,BRK,PG,52.0,45.0,25.2,3.4,8.6,0.399,2.4,6.2,0.385,1.1,2.4,0.433,0.537,1.0,1.3,0.831,0.4,2.8,3.2,3.3,0.8,0.3,1.7,1.8,10.3,2026,19.0,1308.0,11.3,0.561,0.717,0.145,1.8,13.5,7.3,20.7,1.6,1.2,15.3,18.8,0.1,0.7,0.9,0.032,-0.9,-0.7,-1.6,0.1,6.8,17.0,0.399,4.7,12.2,0.385,2.1,4.8,0.433,0.537,2.0,2.5,0.831,0.8,5.4,6.2,6.5,1.6,0.6,3.3,3.5,20.3,107.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642856.png,Brooklyn Nets,https://cdn.nba.com/logos/nba/1610612751/primary/L/logo.svg,BRK
32,324.0,Ethan Thompson,26.0,IND,SG,32.0,13.0,20.4,2.3,6.1,0.378,1.2,3.6,0.328,1.1,2.5,0.45,0.474,1.2,1.5,0.787,0.5,1.6,2.2,1.8,0.6,0.3,0.8,2.2,7.0,2026,26.0,653.0,8.3,0.515,0.592,0.24,2.8,8.9,5.7,11.9,1.5,1.2,10.3,15.7,0.0,0.3,0.3,0.02,-4.1,-0.8,-4.9,-0.5,5.4,14.3,0.378,2.8,8.4,0.328,2.6,5.8,0.45,0.474,2.7,3.4,0.787,1.2,3.8,5.0,4.1,1.5,0.7,1.8,5.0,16.2,106.0,121.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630679.png,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,IND
33,454.0,Hugo González,19.0,BOS,SF,74.0,3.0,14.6,1.6,3.3,0.476,0.6,1.6,0.362,1.0,1.8,0.577,0.561,0.2,0.4,0.5,0.8,2.5,3.3,0.5,0.6,0.3,0.5,1.7,3.9,2026,19.0,1084.0,10.2,0.561,0.472,0.106,6.4,18.3,12.5,4.8,2.0,2.0,12.9,11.8,0.5,1.7,2.2,0.099,-3.1,1.6,-1.5,0.1,5.5,11.5,0.476,2.0,5.4,0.362,3.5,6.1,0.577,0.561,0.6,1.2,0.5,2.9,8.6,11.5,1.9,2.0,1.0,1.8,5.8,13.5,114.0,111.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642864.png,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,BOS
34,514.0,Hunter Dickinson,25.0,NOP,C,5.0,0.0,8.4,1.0,2.8,0.357,0.0,0.8,0.0,1.0,2.0,0.5,0.357,0.4,0.4,1.0,0.4,0.6,1.0,0.4,0.2,0.4,0.6,1.2,2.4,2026,25.0,42.0,3.8,0.403,0.286,0.143,5.1,7.8,6.4,6.3,1.1,4.5,16.8,17.7,-0.1,0.0,-0.1,-0.094,-8.4,-2.9,-11.4,-0.1,5.7,15.9,0.357,0.0,4.6,0.0,5.7,11.4,0.5,0.357,2.3,2.3,1.0,2.3,3.4,5.7,2.3,1.1,2.3,3.4,6.8,13.7,82.0,121.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630621.png,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,NOP
35,566.0,Hunter Sallis,22.0,PHI,SG,7.0,0.0,3.7,0.4,0.7,0.6,0.0,0.0,0.0,0.4,0.7,0.6,0.6,0.1,0.3,0.5,0.0,0.1,0.1,0.6,0.0,0.1,0.7,0.3,1.0,2026,22.0,26.0,2.0,0.595,0.0,0.4,0.0,4.2,2.1,20.6,0.0,3.6,46.0,17.7,-0.1,0.0,-0.1,-0.149,-7.7,-2.9,-10.6,-0.1,5.6,9.3,0.6,0.0,0.0,0.0,5.6,9.3,0.6,0.6,1.9,3.7,0.5,0.0,1.9,1.9,7.4,0.0,1.9,9.3,3.7,13.0,75.0,122.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642282.png,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,PHI
36,523.0,Jack McVeigh,28.0,HOU,PF,9.0,0.0,4.8,0.6,1.9,0.294,0.4,1.4,0.308,0.1,0.4,0.25,0.412,0.0,0.0,0.0,0.2,0.3,0.6,0.1,0.0,0.2,0.2,0.3,1.6,2025,28.0,43.0,4.0,0.412,0.765,0.0,4.9,7.6,6.2,3.0,0.0,4.2,10.5,18.2,-0.1,0.0,0.0,-0.031,-4.8,-3.0,-7.7,-0.1,5.7,19.2,0.294,4.5,14.7,0.308,1.1,4.5,0.25,0.412,0.0,0.0,0.0,2.3,3.4,5.7,1.1,0.0,2.3,2.3,3.4,15.8,89.0,115.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629098.png,Houston Rockets,https://cdn.nba.com/logos/nba/1610612745/primary/L/logo.svg,HOU
37,443.0,Jackson Rowe,28.0,GSW,PF,6.0,0.0,8.7,1.3,2.8,0.471,0.5,1.7,0.3,0.8,1.2,0.714,0.559,0.5,1.0,0.5,0.5,1.3,1.8,0.7,0.7,0.0,0.2,0.7,3.7,2025,28.0,52.0,15.9,0.56,0.588,0.353,6.0,17.0,11.4,11.1,3.7,0.0,4.8,16.7,0.1,0.1,0.2,0.153,-0.5,1.5,1.0,0.0,7.5,15.9,0.471,2.8,9.4,0.3,4.7,6.5,0.714,0.559,2.8,5.6,0.5,2.8,7.5,10.3,3.7,3.7,0.0,0.9,3.7,20.6,121.0,108.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642050.png,Golden State Warriors,https://cdn.nba.com/logos/nba/1610612744/primary/L/logo.svg,GSW
38,578.0,Jahmyl Telfort,24.0,LAC,PF,8.0,0.0,4.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.25,0.0,0.4,0.4,0.1,0.1,0.0,0.1,0.6,0.1,2026,24.0,32.0,-5.3,0.087,1.0,1.0,0.0,10.6,5.5,3.7,1.6,0.0,14.8,9.4,-0.1,0.0,-0.1,-0.163,-12.1,-1.7,-13.8,-0.1,0.0,6.2,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,1.6,6.2,0.25,0.0,4.7,4.7,1.6,1.6,0.0,1.6,7.8,1.6,26.0,119.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1643141.png,LA Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LAC
39,539.0,Jalen Bridges,23.0,PHO,SF,8.0,0.0,3.8,0.3,0.9,0.286,0.3,0.9,0.286,0.0,0.0,0.0,0.429,0.4,0.5,0.75,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.1,2025,23.0,30.0,-0.1,0.514,1.0,0.571,0.0,14.5,7.4,0.0,0.0,0.0,31.3,18.8,-0.1,0.0,-0.1,-0.178,-7.8,-4.7,-12.5,-0.1,3.3,11.5,0.286,3.3,11.5,0.286,0.0,0.0,0.0,0.429,4.9,6.6,0.75,0.0,6.6,6.6,0.0,0.0,0.0,6.6,0.0,14.8,69.0,124.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641779.png,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,PHO
40,311.0,Jamir Watkins,24.0,WAS,SG,50.0,7.0,20.6,2.6,5.9,0.446,0.9,3.2,0.297,1.7,2.8,0.616,0.525,1.1,1.6,0.695,1.0,2.9,3.9,1.3,1.1,0.5,0.8,2.6,7.4,2026,24.0,1032.0,11.8,0.554,0.534,0.277,5.0,15.4,10.1,8.8,2.5,2.1,10.8,15.1,0.5,0.5,1.1,0.049,-2.9,-0.5,-3.3,-0.3,6.1,13.6,0.446,2.2,7.3,0.297,3.9,6.3,0.616,0.525,2.6,3.8,0.695,2.2,6.7,8.9,3.1,2.5,1.1,1.8,5.9,16.9,113.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642364.png,Washington Wizards,https://cdn.nba.com/logos/nba/1610612764/primary/L/logo.svg,WAS
41,430.0,Jase Richardson,20.0,ORL,SG,54.0,0.0,10.9,1.6,3.5,0.473,0.5,1.5,0.354,1.1,2.0,0.56,0.548,0.6,0.9,0.717,0.4,0.8,1.2,1.1,0.4,0.0,0.5,1.0,4.4,2026,20.0,587.0,11.5,0.574,0.42,0.245,4.0,8.1,6.0,14.2,1.6,0.3,10.7,16.8,0.5,0.5,1.0,0.082,-1.9,-0.7,-2.5,-0.1,7.3,15.4,0.473,2.3,6.5,0.354,5.0,8.9,0.56,0.548,2.7,3.8,0.717,1.7,3.4,5.2,4.7,1.6,0.2,2.0,4.3,19.6,116.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642859.png,Orlando Magic,https://cdn.nba.com/logos/nba/1610612753/primary/L/logo.svg,ORL
42,223.0,Javon Small,23.0,MEM,PG,41.0,12.0,20.2,3.3,7.0,0.465,1.5,3.5,0.423,1.8,3.6,0.507,0.569,1.7,2.0,0.829,0.9,2.2,3.1,3.7,0.8,0.2,1.4,1.6,9.7,2026,23.0,830.0,16.1,0.611,0.493,0.285,4.6,12.2,8.3,26.1,1.9,1.0,14.7,19.0,1.4,0.5,1.9,0.112,1.7,-0.6,1.0,0.6,7.6,16.4,0.465,3.4,8.1,0.423,4.2,8.3,0.507,0.569,3.9,4.7,0.829,2.1,5.3,7.3,8.6,1.9,0.5,3.2,3.7,22.6,122.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642914.png,Memphis Grizzlies,https://cdn.nba.com/logos/nba/1610612763/primary/L/logo.svg,MEM
43,562.0,Javonte Cooke,26.0,POR,SG,19.0,0.0,4.9,0.5,2.2,0.22,0.2,1.2,0.13,0.3,0.9,0.333,0.256,0.1,0.1,1.0,0.2,0.8,1.0,0.4,0.3,0.0,0.5,0.3,1.2,2026,26.0,94.0,-0.1,0.275,0.561,0.049,4.5,17.5,11.0,9.9,3.0,0.0,17.7,22.0,-0.5,0.1,-0.3,-0.175,-10.5,-1.1,-11.7,-0.2,4.6,20.8,0.22,1.5,11.7,0.13,3.0,9.1,0.333,0.256,1.0,1.0,1.0,2.0,7.6,9.7,3.6,3.0,0.0,4.6,3.0,11.7,63.0,112.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631451.png,Portland Trail Blazers,https://cdn.nba.com/logos/nba/1610612757/primary/L/logo.svg,POR
44,384.0,Jaylen Martin,21.0,2TM,SF,16.0,0.0,14.9,1.9,4.6,0.419,0.4,1.4,0.304,1.5,3.2,0.471,0.466,0.6,0.6,0.9,0.7,2.1,2.8,1.1,0.6,0.0,0.8,0.9,4.9,2025,21.0,239.0,9.1,0.497,0.311,0.135,4.8,14.4,9.6,10.3,1.8,0.0,13.3,15.9,-0.1,0.1,0.0,-0.004,-4.5,-1.9,-6.3,-0.3,6.2,14.7,0.419,1.4,4.6,0.304,4.8,10.2,0.471,0.466,1.8,2.0,0.9,2.2,6.6,8.8,3.4,1.8,0.0,2.4,2.8,15.5,99.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641798.png,,,
45,299.0,Jaylen Sims,26.0,CHO,SG,6.0,0.0,18.7,2.0,4.7,0.429,1.0,2.5,0.4,1.0,2.2,0.462,0.536,2.0,2.5,0.8,0.5,0.5,1.0,2.0,0.5,0.2,1.3,1.7,7.0,2025,26.0,112.0,9.8,0.607,0.536,0.536,2.8,2.9,2.9,15.6,1.3,0.9,18.8,16.2,0.1,0.0,0.1,0.048,-2.8,-1.3,-4.1,-0.1,5.3,12.3,0.429,2.6,6.6,0.4,2.6,5.7,0.462,0.536,5.3,6.6,0.8,1.3,1.3,2.6,5.3,1.3,0.4,3.5,4.4,18.4,113.0,121.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631301.png,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,CHO
46,528.0,Jazian Gortman,21.0,DAL,PG,16.0,0.0,3.6,0.6,1.4,0.391,0.3,0.7,0.364,0.3,0.8,0.417,0.478,0.1,0.3,0.5,0.1,0.3,0.3,0.4,0.1,0.1,0.3,0.6,1.5,2025,21.0,57.0,6.5,0.485,0.478,0.174,2.0,7.5,4.8,14.7,1.7,1.5,16.8,22.4,-0.1,0.0,-0.1,-0.056,-5.5,-0.8,-6.3,-0.1,7.6,19.5,0.391,3.4,9.3,0.364,4.2,10.2,0.417,0.478,1.7,3.4,0.5,0.8,3.4,4.2,5.1,1.7,0.8,4.2,7.6,20.4,91.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641789.png,Dallas Mavericks,https://cdn.nba.com/logos/nba/1610612742/primary/L/logo.svg,DAL
47,110.0,Jeremiah Fears,19.0,NOP,PG,82.0,49.0,25.8,5.3,12.3,0.434,1.2,3.7,0.33,4.1,8.5,0.48,0.485,2.4,3.0,0.789,0.7,2.9,3.7,3.4,1.2,0.4,2.2,1.8,14.3,2026,19.0,2112.0,13.8,0.525,0.304,0.245,3.0,12.4,7.7,19.9,2.2,1.3,13.8,25.5,-0.8,1.4,0.6,0.015,-1.4,-1.3,-2.7,-0.4,9.9,22.8,0.434,2.3,6.9,0.33,7.6,15.9,0.48,0.485,4.4,5.6,0.789,1.4,5.4,6.8,6.3,2.2,0.7,4.0,3.4,26.5,104.0,119.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642847.png,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,NOP
48,562.0,Jesse Edwards,24.0,MIN,C,2.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,2025,24.0,5.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,-8.8,4.7,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,19.7,0.0,237.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642399.png,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,MIN
49,453.0,Joan Beringer,19.0,MIN,PF,40.0,3.0,7.9,1.6,2.5,0.663,0.0,0.0,0.0,1.6,2.5,0.663,0.663,0.7,0.9,0.703,1.1,1.2,2.3,0.3,0.2,0.7,0.3,1.2,3.9,2026,19.0,314.0,21.3,0.683,0.0,0.378,16.1,16.1,16.1,5.6,1.1,7.2,8.8,16.8,1.0,0.5,1.5,0.222,0.2,0.2,0.4,0.2,9.9,14.9,0.663,0.0,0.0,0.0,9.9,14.9,0.663,0.663,4.0,5.6,0.703,6.8,7.1,14.0,1.8,1.1,4.0,1.7,7.1,23.7,139.0,111.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642866.png,Minnesota Timberwolves,https://cdn.nba.com/logos/nba/1610612750/primary/L/logo.svg,MIN
50,513.0,John Tonje,24.0,BOS,SG,6.0,0.0,7.0,0.7,2.3,0.286,0.5,1.7,0.3,0.2,0.7,0.25,0.393,0.7,0.7,1.0,0.0,1.0,1.0,0.3,0.3,0.0,0.0,0.8,2.5,2026,24.0,42.0,9.1,0.476,0.714,0.286,0.0,15.4,7.9,6.1,2.4,0.0,0.0,16.3,0.0,0.1,0.1,0.101,-6.3,1.2,-5.1,0.0,4.8,16.9,0.286,3.6,12.1,0.3,1.2,4.8,0.25,0.393,4.8,4.8,1.0,0.0,7.2,7.2,2.4,2.4,0.0,0.0,6.0,18.1,114.0,112.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642910.png,Boston Celtics,https://cdn.nba.com/logos/nba/1610612738/primary/L/logo.svg,BOS
51,570.0,Johni Broome,23.0,PHI,C,11.0,0.0,5.0,0.4,2.2,0.167,0.0,0.5,0.0,0.4,1.7,0.211,0.167,0.2,0.5,0.333,0.6,0.8,1.5,0.4,0.3,0.2,0.3,0.6,0.9,2026,23.0,55.0,0.4,0.188,0.208,0.25,13.7,18.1,15.9,9.2,2.6,3.4,10.1,22.8,-0.3,0.1,-0.2,-0.212,-11.9,-4.4,-16.2,-0.2,3.5,21.1,0.167,0.0,4.4,0.0,3.5,16.7,0.211,0.167,1.8,5.3,0.333,6.1,7.9,14.0,3.5,2.6,1.8,2.6,6.1,8.8,61.0,112.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641780.png,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,PHI
52,427.0,Kam Jones,23.0,IND,SG,37.0,7.0,16.6,1.8,4.6,0.402,0.6,2.0,0.293,1.2,2.5,0.489,0.467,0.1,0.2,0.5,0.4,1.2,1.6,3.2,0.5,0.0,1.0,1.1,4.4,2026,23.0,616.0,8.2,0.47,0.444,0.047,2.6,8.1,5.3,26.2,1.4,0.0,17.3,14.4,-0.2,0.2,0.0,0.002,-4.2,-1.9,-6.2,-0.6,5.2,13.0,0.402,1.7,5.8,0.293,3.5,7.3,0.489,0.467,0.3,0.6,0.5,1.2,3.5,4.6,9.2,1.4,0.0,2.8,3.0,12.5,103.0,122.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642880.png,Indiana Pacers,https://cdn.nba.com/logos/nba/1610612754/primary/L/logo.svg,IND
53,352.0,Kasparas Jakučionis,19.0,MIA,PG,53.0,12.0,17.8,1.9,4.5,0.429,1.2,2.9,0.423,0.7,1.5,0.439,0.567,1.1,1.2,0.879,0.8,1.8,2.6,2.6,0.6,0.1,0.9,1.9,6.2,2026,19.0,945.0,11.9,0.614,0.655,0.277,4.7,10.5,7.6,18.1,1.6,0.7,15.8,13.7,1.4,0.9,2.3,0.114,-1.0,0.6,-0.4,0.4,5.0,11.7,0.429,3.2,7.7,0.423,1.8,4.0,0.439,0.567,2.8,3.2,0.879,2.1,4.7,6.8,6.7,1.6,0.3,2.5,4.9,16.1,124.0,117.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642857.png,Miami Heat,https://cdn.nba.com/logos/nba/1610612748/primary/L/logo.svg,MIA
54,185.0,Keion Brooks Jr.,24.0,NOP,SF,14.0,6.0,23.7,3.8,7.8,0.486,1.0,3.1,0.326,2.8,4.7,0.591,0.55,1.6,2.1,0.733,0.9,3.3,4.1,0.9,0.7,0.7,0.9,2.1,10.1,2025,24.0,332.0,12.8,0.581,0.394,0.275,3.8,15.4,9.4,5.7,1.5,2.9,8.9,17.1,0.3,0.1,0.4,0.057,-2.2,-1.3,-3.5,-0.1,7.7,15.9,0.486,2.0,6.3,0.326,5.7,9.6,0.591,0.55,3.2,4.4,0.733,1.8,6.7,8.5,1.9,1.5,1.5,1.8,4.4,20.7,114.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631232.png,New Orleans Pelicans,https://cdn.nba.com/logos/nba/1610612740/primary/L/logo.svg,NOP
55,491.0,Khaman Maluach,19.0,PHO,C,46.0,1.0,8.9,1.2,2.3,0.533,0.1,0.5,0.238,1.1,1.8,0.607,0.557,0.5,0.7,0.71,1.1,1.8,2.9,0.1,0.1,0.7,0.5,0.9,3.0,2026,19.0,411.0,14.0,0.586,0.2,0.295,12.8,23.5,18.0,2.0,0.6,7.7,17.4,14.8,0.2,0.6,0.8,0.099,-3.7,0.0,-3.7,-0.2,6.7,12.6,0.533,0.6,2.5,0.238,6.1,10.1,0.607,0.557,2.6,3.7,0.71,5.9,10.1,16.0,0.7,0.6,4.0,3.0,5.2,16.7,112.0,111.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642863.png,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,PHO
56,314.0,Kobe Sanders,23.0,LAC,SG,68.0,16.0,19.9,2.6,5.6,0.466,1.2,2.9,0.408,1.5,2.8,0.527,0.57,0.8,1.0,0.826,0.4,1.8,2.3,1.6,0.7,0.1,1.2,2.1,7.3,2026,23.0,1351.0,10.0,0.597,0.51,0.18,2.6,10.4,6.6,11.4,1.8,0.7,16.4,16.3,0.4,1.0,1.4,0.051,-2.7,-0.2,-2.9,-0.3,6.6,14.1,0.466,2.9,7.2,0.408,3.6,6.9,0.527,0.57,2.1,2.5,0.826,1.1,4.6,5.6,4.0,1.8,0.4,3.0,5.4,18.2,110.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642920.png,LA Clippers,https://cdn.nba.com/logos/nba/1610612746/primary/L/logo.svg,LAC
57,456.0,Koby Brea,23.0,PHO,SG,12.0,0.0,7.0,1.3,3.0,0.417,1.1,2.5,0.433,0.2,0.5,0.333,0.597,0.2,0.2,1.0,0.1,0.6,0.7,0.8,0.1,0.0,0.3,0.5,3.8,2026,23.0,84.0,13.6,0.61,0.833,0.056,1.3,9.6,5.3,17.7,0.6,0.0,9.8,20.7,0.2,0.1,0.2,0.117,1.7,-1.4,0.2,0.0,8.8,21.2,0.417,7.6,17.6,0.433,1.2,3.5,0.333,0.597,1.2,1.2,1.0,0.6,4.1,4.7,5.9,0.6,0.0,2.4,3.5,26.5,123.0,120.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642886.png,Phoenix Suns,https://cdn.nba.com/logos/nba/1610612756/primary/L/logo.svg,PHO
58,58.0,Kon Knueppel,20.0,CHO,SF,81.0,80.0,31.5,6.4,13.4,0.475,3.4,7.9,0.425,3.0,5.5,0.548,0.601,2.4,2.8,0.863,1.2,4.1,5.3,3.4,0.7,0.2,2.0,2.1,18.5,2026,20.0,2551.0,17.1,0.633,0.592,0.208,4.4,14.6,9.6,16.6,1.1,0.7,12.0,22.3,5.6,2.5,8.0,0.151,3.1,-0.4,2.8,3.1,10.0,21.1,0.475,5.3,12.5,0.425,4.7,8.6,0.548,0.601,3.8,4.4,0.863,1.9,6.5,8.4,5.3,1.1,0.4,3.1,3.3,29.1,125.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642851.png,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,CHO
59,465.0,Kylor Kelley,27.0,2TM,C,11.0,2.0,11.5,1.3,2.0,0.636,0.0,0.0,0.0,1.3,2.0,0.636,0.636,0.5,0.9,0.6,1.1,2.5,3.5,0.5,0.1,0.3,0.4,1.4,3.1,2025,27.0,126.0,12.1,0.644,0.0,0.455,10.4,23.4,16.8,5.3,0.4,2.1,13.2,10.3,0.2,0.1,0.3,0.102,-3.5,-1.9,-5.4,-0.1,5.4,8.5,0.636,0.0,0.0,0.0,5.4,8.5,0.636,0.636,2.3,3.8,0.6,4.6,10.4,15.0,1.9,0.4,1.2,1.5,5.8,13.1,129.0,118.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630283.png,,,
60,518.0,Lachlan Olbrich,22.0,CHI,C,37.0,2.0,9.3,1.0,2.1,0.468,0.1,0.5,0.105,0.9,1.6,0.586,0.481,0.4,1.1,0.375,1.2,1.8,3.0,1.1,0.3,0.2,0.4,1.3,2.4,2026,22.0,344.0,12.0,0.47,0.247,0.519,14.1,20.4,17.3,15.8,1.6,2.0,14.5,13.4,0.2,0.3,0.5,0.075,-3.3,-0.2,-3.4,-0.1,4.9,10.5,0.468,0.3,2.6,0.105,4.6,7.9,0.586,0.481,2.0,5.4,0.375,6.1,9.1,15.2,5.7,1.6,1.1,2.2,6.7,12.1,113.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642950.png,Chicago Bulls,https://cdn.nba.com/logos/nba/1610612741/primary/L/logo.svg,CHI
61,439.0,Liam McNeeley,20.0,CHO,SF,31.0,0.0,11.9,1.2,3.1,0.4,0.8,1.9,0.4,0.5,1.1,0.4,0.526,1.0,1.3,0.821,0.4,1.9,2.4,0.8,0.2,0.1,0.4,1.2,4.3,2026,20.0,368.0,10.6,0.588,0.632,0.411,4.1,18.1,11.2,8.7,0.7,0.8,10.4,14.4,0.5,0.4,0.9,0.112,-1.3,0.0,-1.3,0.1,5.1,12.8,0.4,3.2,8.1,0.4,1.9,4.7,0.4,0.526,4.3,5.3,0.821,1.8,8.1,9.8,3.2,0.7,0.4,1.8,4.9,17.8,124.0,116.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642862.png,Charlotte Hornets,https://cdn.nba.com/logos/nba/1610612766/primary/L/logo.svg,CHO
62,555.0,Liam Robbins,25.0,MIL,C,13.0,0.0,4.4,0.2,0.6,0.25,0.0,0.2,0.0,0.2,0.5,0.333,0.25,0.4,0.8,0.5,0.5,0.4,0.9,0.2,0.2,0.2,0.5,0.7,0.7,2025,25.0,57.0,2.6,0.363,0.25,1.25,13.9,9.2,11.4,4.2,1.7,3.3,32.6,14.2,-0.1,0.1,-0.1,-0.066,-9.2,-1.3,-10.5,-0.1,1.7,6.8,0.25,0.0,1.7,0.0,1.7,5.1,0.333,0.25,4.2,8.5,0.5,5.9,4.2,10.2,1.7,1.7,1.7,5.1,7.6,7.6,79.0,114.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641857.png,Milwaukee Bucks,https://cdn.nba.com/logos/nba/1610612749/primary/L/logo.svg,MIL
63,310.0,Marcus Bagley,23.0,PHI,SF,10.0,4.0,25.3,2.7,6.9,0.391,0.5,3.2,0.156,2.2,3.7,0.595,0.428,0.8,1.0,0.8,2.3,4.7,7.0,1.0,0.9,1.2,0.7,1.6,6.7,2025,23.0,253.0,11.8,0.456,0.464,0.145,9.9,21.9,15.7,5.5,1.8,4.7,8.7,13.8,0.0,0.2,0.2,0.045,-3.4,-0.9,-4.3,-0.1,5.3,13.4,0.391,1.0,6.2,0.156,4.3,7.2,0.595,0.428,1.6,1.9,0.8,4.5,9.2,13.6,1.9,1.8,2.3,1.4,3.1,13.1,105.0,115.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630542.png,Philadelphia 76ers,https://cdn.nba.com/logos/nba/1610612755/primary/L/logo.svg,PHI
